rank,username,digg_profile_username,display_name,role,cohort,tech_ranked_followers,gravity,score,followers_count,bio,x_id,github_url,previous_rank,rank_change,category_rank,category_confidence,vibe_distribution,vibe_tweet_count,is_new_entrant,is_emerging_startup,emerging_reasoning,classification_tldr,cohort_rank,digg_url,x_url
54,beenwrekt,beenwrekt,Ben Recht,Academic,ai,375,4.947,375,34317,"optimization. machine learning. uc berkeley.

I blog at https://argmin.substack.com/

The world won't end.",352013269,https://github.com/benjamin-recht,82,28,15,8,"{'troll': 0, 'banter': 0.7, 'hopeful': 1.1, 'humorous': 7, 'teaching': 33.7, 'combative': 0, 'informing': 24.5, 'announcing': 13.3, 'supportive': 1, 'provocative': 16.7, 'devils_advocate': 1.9}",199,False,False,,,42,https://digg.com/u/x/beenwrekt,https://x.com/beenwrekt
55,seb_ruder,seb_ruder,Sebastian Ruder,Researcher,ai,373,4.921,373,98915,Research Scientist @AIatMeta MSL • Ex @Cohere @GoogleDeepMind,2785337469,https://github.com/sebastianruder,79,24,9,8.5,"{'troll': 0, 'banter': 0, 'hopeful': 11.1, 'humorous': 0.2, 'teaching': 23, 'combative': 0, 'informing': 35.7, 'announcing': 16, 'supportive': 12.6, 'provocative': 1.2, 'devils_advocate': 0.2}",199,False,False,,,43,https://digg.com/u/x/seb_ruder,https://x.com/seb_ruder
56,soumithchintala,soumithchintala,Soumith Chintala,Research Engineer,tech,373,4.921,373,309347,Building new things @thinkymachines.  Also dabble in robotics at NYU.  Cofounded @PyTorch. AI is delicious when it is accessible and open-source.,70831441,https://github.com/soumith,28,-28,5,8.5,"{'troll': 0, 'banter': 1.8, 'hopeful': 15, 'humorous': 7.1, 'teaching': 11.3, 'combative': 0.3, 'informing': 28.5, 'announcing': 8.9, 'supportive': 17.9, 'provocative': 7.7, 'devils_advocate': 1.7}",200,False,False,,,13,https://digg.com/u/x/soumithchintala,https://x.com/soumithchintala
57,Miles_Brundage,miles_brundage,Miles Brundage,AI Safety,tech,370,4.881,370,72769,"AI policy researcher, @lfschiavo wife guy, fan of animals and sci-fi, executive director of AVERI (https://www.averi.org/), Substacker, views my own",1214528593,,22,-35,5,8.2,"{'troll': 0, 'banter': 5.2, 'hopeful': 5.8, 'humorous': 21.3, 'teaching': 14.4, 'combative': 0, 'informing': 29.2, 'announcing': 5.3, 'supportive': 3.4, 'provocative': 11.1, 'devils_advocate': 4.5}",179,False,False,,,14,https://digg.com/u/x/miles_brundage,https://x.com/Miles_Brundage
58,shaneguML,shaneguml,Shane Gu,Researcher,ai,369,4.868,369,50111,"Gemini/Omni Thinking, Senior Staff AE @GoogleDeepMind. 🇯🇵-born 🇨🇳🇨🇦. ex: Gemini 1.5-3, GPT-4 @OpenAI, Google Robotics (JP: @shanegJP). Personal opi...",747212842470891520,,52,-6,10,9.2,"{'troll': 0, 'banter': 3.5, 'hopeful': 15.8, 'humorous': 12.7, 'teaching': 13.6, 'combative': 0, 'informing': 19.6, 'announcing': 11.4, 'supportive': 16.1, 'provocative': 6.6, 'devils_advocate': 0.7}",179,False,False,,,44,https://digg.com/u/x/shaneguml,https://x.com/shaneguML
59,haldaume3,haldaume3,Hal Daumé III,Academic,ai,367,4.842,367,26162,"http://haldaume3.bsky.social

Human-centered AI, NLP & ML. Director @trails_ai. Prof @umdCS, member of @CLIPumd @HCIL_umd, former @MSFTresearch. Fu...",158106469,https://github.com/hal3,90,31,16,8.5,"{'troll': 0, 'banter': 2, 'hopeful': 5.7, 'humorous': 8, 'teaching': 16.5, 'combative': 0.1, 'informing': 28.1, 'announcing': 12.6, 'supportive': 13.5, 'provocative': 10.4, 'devils_advocate': 3}",179,False,False,,,45,https://digg.com/u/x/haldaume3,https://x.com/haldaume3
60,dwarkesh_sp,dwarkesh_sp,Dwarkesh Patel,Creator,tech,366,4.828,366,239971,"Host of @dwarkeshpodcast

https://www.youtube.com/DwarkeshPatel
https://open.spotify.com/show/4JH4tybY1zX6e5hjCwU6gF
https://apple.co/3ujLQkZ",1209960539390201864,https://github.com/dwarkeshsp,67,7,3,9.5,"{'troll': 0, 'banter': 1.1, 'hopeful': 4.7, 'humorous': 4.1, 'teaching': 22.9, 'combative': 0, 'informing': 31.8, 'announcing': 16.3, 'supportive': 8.3, 'provocative': 8.4, 'devils_advocate': 2.4}",200,False,False,,,15,https://digg.com/u/x/dwarkesh_sp,https://x.com/dwarkesh_sp
61,Tim_Dettmers,tim_dettmers,Tim Dettmers,Academic,ai,365,4.815,365,45755,Creator of bitsandbytes. Professor @CarnegieMellon and Research Scientist @allen_ai .  I blog about deep learning and PhD life at http://timdettmer...,872274950,https://github.com/timdettmers,61,0,17,8.5,"{'troll': 0, 'banter': 0.3, 'hopeful': 13.7, 'humorous': 2.5, 'teaching': 17.5, 'combative': 0, 'informing': 28.3, 'announcing': 15.4, 'supportive': 15.3, 'provocative': 5.8, 'devils_advocate': 1.1}",150,False,False,,,46,https://digg.com/u/x/tim_dettmers,https://x.com/Tim_Dettmers
62,tdietterich,tdietterich,Thomas G. Dietterich,Academic,ai,363,4.789,363,62280,"University Distinguished Professor (Emeritus), Oregon State Univ.; Former President, AAAI; Currently Chair CS Section of ArXiv",768092862,https://github.com/tdietterich,72,10,18,8.5,"{'troll': 0, 'banter': 0.9, 'hopeful': 5.5, 'humorous': 4.3, 'teaching': 14.1, 'combative': 2.5, 'informing': 35.1, 'announcing': 7.7, 'supportive': 14.2, 'provocative': 13.9, 'devils_advocate': 1.8}",200,False,False,,,47,https://digg.com/u/x/tdietterich,https://x.com/tdietterich
63,natfriedman,natfriedman,Nat Friedman,Executive,tech,361,4.763,361,362126,http://nat.org,13235832,https://github.com/nat,77,14,1,8,"{'troll': 0, 'banter': 3.4, 'hopeful': 12.9, 'humorous': 8.1, 'teaching': 8.6, 'combative': 0.1, 'informing': 25, 'announcing': 15.1, 'supportive': 13.8, 'provocative': 11.9, 'devils_advocate': 1.2}",180,False,False,,,16,https://digg.com/u/x/natfriedman,https://x.com/natfriedman
64,huggingface,huggingface,Hugging Face,Company,ai,361,4.763,361,711455,The AI community building the future. http://hf.co/careers,778764142412984320,https://github.com/huggingface,73,9,6,10,{},0,False,False,,,48,https://digg.com/u/x/huggingface,https://x.com/huggingface
65,SebastienBubeck,sebastienbubeck,Sebastien Bubeck,Researcher,ai,351,4.631,351,77667,I work on AI at OpenAI. Former VP AI and Distinguished Scientist at Microsoft.,452384386,,55,-10,11,9,"{'troll': 0, 'banter': 2.1, 'hopeful': 22.9, 'humorous': 13, 'teaching': 8.3, 'combative': 0, 'informing': 19.1, 'announcing': 16.2, 'supportive': 14, 'provocative': 4, 'devils_advocate': 0.7}",200,False,False,,,49,https://digg.com/u/x/sebastienbubeck,https://x.com/SebastienBubeck
66,DrJimFan,drjimfan,Jim Fan,Research Engineer,tech,348,4.591,348,475908,"NVIDIA Director of Robotics & Distinguished Scientist. Co-Lead of GEAR lab. Solving Physical AGI, one motor at a time. Stanford Ph.D. OpenAI's 1st ...",1007413134,https://github.com/DrJimFan,35,-31,6,8.5,"{'troll': 0, 'banter': 0.5, 'hopeful': 16.5, 'humorous': 7.1, 'teaching': 13, 'combative': 0, 'informing': 23.8, 'announcing': 17.5, 'supportive': 14.7, 'provocative': 6.7, 'devils_advocate': 0.4}",200,False,False,,,17,https://digg.com/u/x/drjimfan,https://x.com/DrJimFan
67,arankomatsuzaki,arankomatsuzaki,Aran Komatsuzaki,Open Source,ai,348,4.591,348,181079,"Sharing AI research. Early work on AI (GPT-J, scaling, MoE). Ex ML PhD (GT) & Google.",794433401591693312,https://github.com/AranKomat,63,-4,1,8,"{'troll': 0, 'banter': 0.6, 'hopeful': 6.1, 'humorous': 3.3, 'teaching': 12.9, 'combative': 0, 'informing': 44.4, 'announcing': 26.7, 'supportive': 1.8, 'provocative': 3.8, 'devils_advocate': 0.4}",180,False,False,,,50,https://digg.com/u/x/arankomatsuzaki,https://x.com/arankomatsuzaki
68,ericjang11,ericjang11,Eric Jang,Researcher,tech,347,4.578,347,134936,,2309105822,https://github.com/ericjang,41,-27,12,7.5,"{'troll': 0, 'banter': 2.7, 'hopeful': 15.1, 'humorous': 15.4, 'teaching': 13.6, 'combative': 0.1, 'informing': 18.4, 'announcing': 10.5, 'supportive': 15.1, 'provocative': 7, 'devils_advocate': 2.1}",199,False,False,,,18,https://digg.com/u/x/ericjang11,https://x.com/ericjang11
69,tengyuma,tengyuma,Tengyu Ma,Academic,ai,347,4.578,347,43315,"Assistant prof. @ Stanford; Chief AI Scientist @ MongoDB; Former Co-founder/CEO of Voyage AI

Working on ML, DL, RL, LLMs, and their theory.",314395154,https://github.com/tengyuma,89,20,19,8,"{'troll': 0, 'banter': 0.7, 'hopeful': 10.3, 'humorous': 6.2, 'teaching': 25, 'combative': 0, 'informing': 27.3, 'announcing': 17.5, 'supportive': 8.7, 'provocative': 3.2, 'devils_advocate': 1.1}",200,False,False,,,51,https://digg.com/u/x/tengyuma,https://x.com/tengyuma
70,shakir_za,shakir_za,Shakir Mohamed,Researcher,ai,347,4.578,347,44729,ML with Social Purpose. @shakir@mas.to | Research Scientist @DeepMind | Strengthening African ML @DeepIndaba. He/Him. South African 🇿🇦🏳️‍🌈🌍,476582730,https://github.com/shakirm,105,35,13,9,"{'troll': 0, 'banter': 0, 'hopeful': 24.8, 'humorous': 1, 'teaching': 3.5, 'combative': 0, 'informing': 21.2, 'announcing': 25.4, 'supportive': 23.5, 'provocative': 0.2, 'devils_advocate': 0.4}",94,False,False,,,52,https://digg.com/u/x/shakir_za,https://x.com/shakir_za
71,egrefen,egrefen,Edward Grefenstette,Researcher,ai,346,4.565,346,45899,"FR/US/GB AI/ML Person, Director of Research at @GoogleDeepMind, Honorary Professor at @BOLD_Lab_AI, @ELLISforEurope Fellow. All posts are personal.",5620142,https://github.com/egrefen,96,25,14,7,"{'troll': 1.1, 'banter': 4.9, 'hopeful': 6.5, 'humorous': 20.3, 'teaching': 5.6, 'combative': 8.3, 'informing': 16, 'announcing': 9.3, 'supportive': 10.3, 'provocative': 15.1, 'devils_advocate': 2.6}",140,False,False,,,53,https://digg.com/u/x/egrefen,https://x.com/egrefen
72,giffmana,giffmana,Lucas Beyer (bl16),Researcher,ai,344,4.538,344,141611,"Researcher (now: Meta. ex:  OpenAI, DeepMind, Brain, RWTH Aachen), Gamer, Hacker, Belgian. Anon feedback: https://www.admonymous.co/giffmana
✗DMs →...",2236047510,https://github.com/lucasb-eyer,62,-10,15,8.2,"{'troll': 0.2, 'banter': 6.4, 'hopeful': 5.5, 'humorous': 28.7, 'teaching': 8.5, 'combative': 0.4, 'informing': 20.9, 'announcing': 6.4, 'supportive': 10.1, 'provocative': 11.1, 'devils_advocate': 1.8}",199,False,False,,,54,https://digg.com/u/x/giffmana,https://x.com/giffmana
73,_beenkim,_beenkim,Been Kim,Researcher,ai,344,4.538,344,27283,"Research Scientist at Google DeepMind, PhD from MIT. Make machines empower people.",359622624,https://github.com/BeenKim,98,25,16,9.5,"{'troll': 0, 'banter': 0.9, 'hopeful': 18.4, 'humorous': 7.6, 'teaching': 14.5, 'combative': 0, 'informing': 18, 'announcing': 19.8, 'supportive': 19, 'provocative': 1.7, 'devils_advocate': 0.2}",200,False,False,,,55,https://digg.com/u/x/_beenkim,https://x.com/_beenkim
74,alexandr_wang,alexandr_wang,Alexandr Wang,Executive,tech,343,4.525,343,520668,"chief ai officer @meta, founder @scale_ai. rational in the fullness of time",615818451,https://github.com/alexandr,97,23,2,9,"{'troll': 0, 'banter': 1.3, 'hopeful': 17.1, 'humorous': 5.7, 'teaching': 11.2, 'combative': 0.4, 'informing': 24.8, 'announcing': 21.6, 'supportive': 14.5, 'provocative': 3.5, 'devils_advocate': 0}",199,False,False,,,19,https://digg.com/u/x/alexandr_wang,https://x.com/alexandr_wang
75,ZoubinGhahrama1,zoubinghahrama1,Zoubin Ghahramani,Academic,ai,342,4.512,342,35031,"VP Research, Google DeepMind, ex-head of Google Brain. Professor at University of Cambridge. Machine Learning Researcher. ex-Chief Scientist & VP o...",1290762290224984064,,83,8,20,7,"{'troll': 0, 'banter': 0.4, 'hopeful': 21.3, 'humorous': 5.6, 'teaching': 7.3, 'combative': 0, 'informing': 22.7, 'announcing': 20.8, 'supportive': 21, 'provocative': 0.8, 'devils_advocate': 0.3}",200,False,False,,,56,https://digg.com/u/x/zoubinghahrama1,https://x.com/ZoubinGhahrama1
76,dustinvtran,dustinvtran,Dustin Tran,Research Engineer,ai,340,4.485,340,58397,"at @elorianai, a multimodal neolab. ex-google ex-xai",1540897980,https://github.com/dustinvtran,91,15,7,8.5,"{'troll': 0, 'banter': 1, 'hopeful': 7.9, 'humorous': 7.9, 'teaching': 27.2, 'combative': 0.1, 'informing': 28.9, 'announcing': 9.8, 'supportive': 8, 'provocative': 7.3, 'devils_advocate': 2}",199,False,False,,,57,https://digg.com/u/x/dustinvtran,https://x.com/dustinvtran
77,fchollet,fchollet,François Chollet,Researcher,tech,340,4.485,340,701913,Co-founder @ndea. Co-founder @arcprize. Creator of Keras and ARC-AGI. Author of 'Deep Learning with Python'.,68746721,https://github.com/fchollet,38,-39,17,8,"{'troll': 0, 'banter': 0.1, 'hopeful': 7.6, 'humorous': 3, 'teaching': 32.6, 'combative': 0.8, 'informing': 28.5, 'announcing': 8.3, 'supportive': 5.1, 'provocative': 12.9, 'devils_advocate': 1.1}",200,False,False,,,20,https://digg.com/u/x/fchollet,https://x.com/fchollet
78,OfirPress,ofirpress,Ofir Press,Academic,ai,340,4.485,340,18578,"I push the AI frontier by building tough benchmarks with amazing people. SWE-bench, SWE-agent, SciCode, AlgoTune. Postdoc @Princeton. PhD @nlpnoah ...",746788615951355904,https://github.com/ofirpress,81,3,21,8,"{'troll': 0, 'banter': 1.7, 'hopeful': 13.6, 'humorous': 10, 'teaching': 11.9, 'combative': 0, 'informing': 25.9, 'announcing': 15.8, 'supportive': 13.6, 'provocative': 6.5, 'devils_advocate': 1}",198,False,False,,,58,https://digg.com/u/x/ofirpress,https://x.com/OfirPress
79,zicokolter,zicokolter,Zico Kolter,Academic,ai,340,4.485,340,28403,Professor and Head of Machine Learning Department at @CarnegieMellon. Board member @OpenAI and @Qualcomm. Chief Scientist @GraySwanAI.,841499391508779008,https://github.com/zkolter,76,-3,22,8.5,"{'troll': 0, 'banter': 0.5, 'hopeful': 8.3, 'humorous': 6.1, 'teaching': 25.4, 'combative': 0.1, 'informing': 26.8, 'announcing': 12.7, 'supportive': 10.3, 'provocative': 6.5, 'devils_advocate': 3.4}",179,False,False,,,59,https://digg.com/u/x/zicokolter,https://x.com/zicokolter
80,natolambert,natolambert,Nathan Lambert,Research Engineer,ai,339,4.472,339,91463,"Open model research @ something new.
Prev. co-led Olmo at Ai2.
Contact via email. 
Writes @interconnectsai
Wrote The RLHF Book,
🏔️🏃‍♂️",2939913921,https://github.com/natolambert,70,-10,8,8.5,"{'troll': 0.1, 'banter': 2.2, 'hopeful': 15.1, 'humorous': 7, 'teaching': 13.6, 'combative': 0.1, 'informing': 26.9, 'announcing': 11, 'supportive': 12.3, 'provocative': 9.2, 'devils_advocate': 2.6}",199,False,False,,,60,https://digg.com/u/x/natolambert,https://x.com/natolambert
81,patrickc,patrickc,Patrick Collison,Founder,tech,339,4.472,339,1219310,"@Stripe CEO, @ArcInstitute cofounder.",4939401,,178,97,15,9.5,"{'troll': 0, 'banter': 0.3, 'hopeful': 12.1, 'humorous': 4.7, 'teaching': 11.7, 'combative': 0.2, 'informing': 32.5, 'announcing': 14.8, 'supportive': 16.2, 'provocative': 6.5, 'devils_advocate': 1.1}",179,False,False,,,21,https://digg.com/u/x/patrickc,https://x.com/patrickc
82,wellingmax,wellingmax,Max Welling,Academic,ai,339,4.472,339,42783,,92096034,,101,19,23,8.5,"{'troll': 0, 'banter': 0.4, 'hopeful': 12.5, 'humorous': 6.4, 'teaching': 7.4, 'combative': 1.2, 'informing': 28.6, 'announcing': 10.3, 'supportive': 16.1, 'provocative': 15.2, 'devils_advocate': 1.9}",180,False,False,,,61,https://digg.com/u/x/wellingmax,https://x.com/wellingmax
83,LukeZettlemoyer,lukezettlemoyer,Luke Zettlemoyer,Academic,ai,336,4.433,336,10661,,3741979273,,85,2,24,8.5,{},0,False,False,,,62,https://digg.com/u/x/lukezettlemoyer,https://x.com/LukeZettlemoyer
84,suchenzang,suchenzang,Susan Zhang,Research Engineer,ai,332,4.38,332,46576,"@ Google Deepmind. Past: @MetaAI, @OpenAI, @unitygames, @losalamosnatlab, @Princeton etc. Always hungry for intelligence. Only my opinions stored h...",2466279320,https://github.com/suchenzang,64,-20,9,8,"{'troll': 0, 'banter': 5.6, 'hopeful': 5.2, 'humorous': 22, 'teaching': 10, 'combative': 0.6, 'informing': 22.4, 'announcing': 2.7, 'supportive': 6.2, 'provocative': 22.8, 'devils_advocate': 2.4}",198,False,False,,,63,https://digg.com/u/x/suchenzang,https://x.com/suchenzang
85,woj_zaremba,woj_zaremba,Wojciech Zaremba,AI Safety,tech,330,4.354,330,154027,"AI resilience at OpenAI Foundation

Co-Founder of OpenAI

https://woj.world",977687191202693125,https://github.com/wojzaremba,53,-32,6,8.5,"{'troll': 0.1, 'banter': 0.2, 'hopeful': 21.7, 'humorous': 5.1, 'teaching': 21.6, 'combative': 0.3, 'informing': 20.8, 'announcing': 10.5, 'supportive': 12.7, 'provocative': 5.9, 'devils_advocate': 1.1}",198,False,False,,,22,https://digg.com/u/x/woj_zaremba,https://x.com/woj_zaremba
86,SchmidhuberAI,schmidhuberai,Jürgen Schmidhuber,Academic,ai,329,4.34,329,204911,"OG of: P and T in ChatGPT, 100x deeper learning, meta learning and RSI, neural distillation, GAN/World Model... Co-authored most-cited AI paper of ...",1163786515144724485,,87,1,25,7.5,"{'troll': 0, 'banter': 0.2, 'hopeful': 6.8, 'humorous': 1.3, 'teaching': 22.2, 'combative': 0.6, 'informing': 32.1, 'announcing': 17.7, 'supportive': 4.7, 'provocative': 14.4, 'devils_advocate': 0}",112,False,False,,,64,https://digg.com/u/x/schmidhuberai,https://x.com/SchmidhuberAI
87,RogerGrosse,rogergrosse,Roger Grosse,AI Safety,ai,329,4.34,329,11702,,3301643341,https://github.com/rgrosse,104,17,7,8.5,"{'troll': 0, 'banter': 1.2, 'hopeful': 4.4, 'humorous': 8.9, 'teaching': 30.3, 'combative': 0, 'informing': 26.8, 'announcing': 7.2, 'supportive': 5.4, 'provocative': 14.6, 'devils_advocate': 1.2}",199,False,False,,,65,https://digg.com/u/x/rogergrosse,https://x.com/RogerGrosse
88,poolio,poolio,Ben Poole,Researcher,ai,327,4.314,327,22511,"ex-google brain and deepmind.

phd in neural nonsense from stanford.",14103014,https://github.com/poolio,100,12,18,9.2,"{'troll': 0, 'banter': 1.4, 'hopeful': 14.8, 'humorous': 19.2, 'teaching': 9.3, 'combative': 0, 'informing': 20.7, 'announcing': 14.9, 'supportive': 14.2, 'provocative': 4.2, 'devils_advocate': 1.5}",200,False,False,,,66,https://digg.com/u/x/poolio,https://x.com/poolio
89,gneubig,gneubig,Graham Neubig,Academic,ai,327,4.314,327,44062,"Associate professor @LTIatCMU.
Co-founder/chief scientist @OpenHandsDev.
I mostly work on modeling language.",185910194,https://github.com/neubig,107,18,26,8.5,"{'troll': 0, 'banter': 0.8, 'hopeful': 13.5, 'humorous': 8.8, 'teaching': 9.6, 'combative': 0, 'informing': 30.1, 'announcing': 20.8, 'supportive': 10.7, 'provocative': 5.7, 'devils_advocate': 0.2}",200,False,False,,,67,https://digg.com/u/x/gneubig,https://x.com/gneubig
90,jeremyphoward,jeremyphoward,Jeremy Howard,Founder,tech,326,4.301,326,319893,"🇦🇺 Co-founder: @AnswerDotAI/@FastDotAI ;
Prev: Professor@UQ; @kaggle founding president; founder @fastmail/@enlitic/…
https://jeremy.fast.ai/",175282603,https://github.com/jph00,42,-48,16,7.5,"{'troll': 0, 'banter': 2.7, 'hopeful': 5.2, 'humorous': 8.7, 'teaching': 20.2, 'combative': 0.6, 'informing': 29.6, 'announcing': 6.1, 'supportive': 14.5, 'provocative': 10.4, 'devils_advocate': 2.3}",100,False,False,,,23,https://digg.com/u/x/jeremyphoward,https://x.com/jeremyphoward
91,sedielem,sedielem,Sander Dieleman,Research Engineer,ai,326,4.301,326,68465,"Research Scientist at Google DeepMind (WaveNet, Nano Banana, Gemini Omni). I tweet about ML, music, generative models (personal account).",2902658140,https://github.com/benanne,88,-3,10,9,"{'troll': 0, 'banter': 1.6, 'hopeful': 6.9, 'humorous': 10.6, 'teaching': 19.2, 'combative': 0, 'informing': 29.7, 'announcing': 12.2, 'supportive': 14.4, 'provocative': 3.2, 'devils_advocate': 2.1}",179,False,False,,,68,https://digg.com/u/x/sedielem,https://x.com/sedielem
92,prfsanjeevarora,prfsanjeevarora,Sanjeev Arora,Academic,ai,326,4.301,326,27397,"Director, @PrincetonPLI and Professor @PrincetonCS. Seeks math/conceptual understanding of deep learning and large AI models.
Also on the ""other"" s...",882257115863187457,https://github.com/profsanjeevarora,121,29,27,9,"{'troll': 0, 'banter': 1, 'hopeful': 13.4, 'humorous': 1.7, 'teaching': 15, 'combative': 0, 'informing': 26, 'announcing': 8.1, 'supportive': 28.4, 'provocative': 3.6, 'devils_advocate': 2.9}",200,False,False,,,69,https://digg.com/u/x/prfsanjeevarora,https://x.com/prfsanjeevarora
93,natashajaques,natashajaques,Natasha Jaques,Academic,ai,324,4.274,324,34088,Assistant Professor leading the Social RL Lab https://socialrl.cs.washington.edu/ @uwcse and Staff Research Scientist at @GoogleAI.,51257255,https://github.com/natashamjaques,125,32,28,9.5,"{'troll': 0, 'banter': 1.6, 'hopeful': 10, 'humorous': 7.8, 'teaching': 10.3, 'combative': 0.1, 'informing': 26.1, 'announcing': 21.4, 'supportive': 14.3, 'provocative': 7.3, 'devils_advocate': 1.1}",161,False,False,,,70,https://digg.com/u/x/natashajaques,https://x.com/natashajaques
